"","colour_subject","rt","stimulus","keypress","word","color","block","blocknum","wordtype","trialtype","trialindex","timeelapsed","internalnodeid","keypressed","participantresponse","correctresponse"
"4636","Subject228","667","suicide","77","suicide","colorblue","test","num1","typesuicide","singlestim","49","192460","1000310","edm","paicipantresponseblue","correct"
"4637","Subject229","492","rejected","67","rejected","colorred","test","num1","typenegative","singlestim","49","193616","1000310","edc","paicipantresponsered","correct"
"4638","Subject230","366","paper","67","paper","colorred","test","num1","typeneutral","singlestim","49","176304","1000310","edc","paicipantresponsered","correct"
"4639","Subject231","476","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","49","173793","1000310","edc","paicipantresponsered","correct"
"4640","Subject232","616","rejected","77","rejected","colorblue","test","num1","typenegative","singlestim","49","178227","1000310","edm","paicipantresponseblue","correct"
"4641","Subject233","514","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","49","164615","1000310","edm","paicipantresponseblue","correct"
"4642","Subject234","703","stupid","67","stupid","colorred","test","num1","typenegative","singlestim","49","202225","1000310","edc","paicipantresponsered","correct"
"4643","Subject236","714","suicide","77","suicide","colorblue","test","num1","typesuicide","singlestim","49","190127","1000310","edm","paicipantresponseblue","correct"
"4644","Subject237","483","engine","67","engine","colorred","test","num1","typeneutral","singlestim","49","166137","1000310","edc","paicipantresponsered","correct"
"4645","Subject238","513","alone","67","alone","colorred","test","num1","typenegative","singlestim","49","160672","1000310","edc","paicipantresponsered","correct"
"4646","Subject239","537","happy","67","happy","colorred","test","num1","typepositive","singlestim","49","202672","1000310","edc","paicipantresponsered","correct"
"4647","Subject240","319","rejected","67","rejected","colorred","test","num1","typenegative","singlestim","49","239623","1000310","edc","paicipantresponsered","correct"
"4648","Subject241","415","engine","77","engine","colorblue","test","num1","typeneutral","singlestim","49","198071","1000310","edm","paicipantresponseblue","correct"
"4649","Subject242","977","museum","67","museum","colorred","test","num1","typeneutral","singlestim","49","177015","1000310","edc","paicipantresponsered","correct"
"4650","Subject243","alone","67","alone","colorred","test","num1","typenegative","singlestim","49","506993","1000310","edc","paicipantresponsered","correct","412"
"4651","Subject244","suicide","77","suicide","colorred","test","num1","typesuicide","singlestim","49","182874","1000310","edm","paicipantresponseblue","incorrect","479"
"4652","Subject245","617","dead","77","dead","colorblue","test","num1","typesuicide","singlestim","49","166545","1000310","edm","paicipantresponseblue","correct"
"4653","Subject246","stupid","67","stupid","colorred","test","num1","typenegative","singlestim","49","169333","1000310","edc","paicipantresponsered","correct","551"
"4654","Subject247","engine","colorblue","test","num1","typeneutral","singlestim","49","267620","1000130","edm","paicipantresponseblue","correct","384","engine","67"
"4655","Subject248","414","suicide","67","suicide","colorred","test","num1","typesuicide","singlestim","49","154600","1000310","edc","paicipantresponsered","correct"
"4656","Subject249","442","museum","67","museum","colorred","test","num1","typeneutral","singlestim","49","144094","1000310","edc","paicipantresponsered","correct"
"4657","Subject250","407","success","77","success","colorblue","test","num1","typepositive","singlestim","49","226065","1000310","edm","paicipantresponseblue","correct"
"4658","Subject251","408","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","49","148067","1000310","edm","paicipantresponseblue","correct"
"4659","Subject252","875","happy","67","happy","colorred","test","num1","typepositive","singlestim","49","173409","1000310","edc","paicipantresponsered","correct"
"4660","Subject253","586","engine","77","engine","colorblue","test","num1","typeneutral","singlestim","49","178624","1000310","edm","paicipantresponseblue","correct"
"4661","Subject254","707","engine","67","engine","colorred","test","num1","typeneutral","singlestim","49","283164","1000310","edc","paicipantresponsered","correct"
"4662","Subject255","984","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","49","206293","1000310","edm","paicipantresponseblue","correct"
"4663","Subject256","444","funeral","67","funeral","colorred","test","num1","typesuicide","singlestim","49","205097","1000310","edc","paicipantresponsered","correct"
"4664","Subject257","446","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","49","211300","1000310","edm","paicipantresponseblue","correct"
"4665","Subject258","880","stupid","67","stupid","colorred","test","num1","typenegative","singlestim","49","165863","1000310","edc","paicipantresponsered","correct"
"4666","Subject259","521","dead","67","dead","colorred","test","num1","typesuicide","singlestim","49","147967","1000310","edc","paicipantresponsered","correct"
"4667","Subject260","566","suicide","67","suicide","colorred","test","num1","typesuicide","singlestim","49","151082","1000310","edc","paicipantresponsered","correct"
"4668","Subject261","424","suicide","77","suicide","colorblue","test","num1","typesuicide","singlestim","49","167537","1000310","edm","paicipantresponseblue","correct"
"4669","Subject262","564","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","49","194385","1000310","edc","paicipantresponsered","correct"
"4670","Subject263","608","happy","67","happy","colorred","test","num1","typepositive","singlestim","49","173208","1000310","edc","paicipantresponsered","correct"
"4671","Subject264","537","pleasure","77","pleasure","colorblue","test","num1","typepositive","singlestim","49","144813","1000310","edm","paicipantresponseblue","correct"
"4672","Subject265","77","engine","colorblue","test","num1","typeneutral","singlestim","49","387516","1000310","edm","paicipantresponseblue","correct","1617","funeral"
"4673","Subject266","316","engine","67","engine","colorred","test","num1","typeneutral","singlestim","49","140947","1000310","edc","paicipantresponsered","correct"
"4674","Subject267","398","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","49","154572","1000310","edc","paicipantresponsered","correct"
"4675","Subject268","457","success","77","success","colorblue","test","num1","typepositive","singlestim","49","232237","1000310","edm","paicipantresponseblue","correct"
"4676","Subject269","459","success","77","success","colorblue","test","num1","typepositive","singlestim","49","180962","1000310","edm","paicipantresponseblue","correct"
"4677","Subject270","484","stupid","67","stupid","colorred","test","num1","typenegative","singlestim","49","248800","1000310","edc","paicipantresponsered","correct"
"4678","Subject271","1035","museum","77","museum","colorblue","test","num1","typeneutral","singlestim","49","175332","1000310","edm","paicipantresponseblue","correct"
"4679","Subject272","rejected","67","rejected","colorred","test","num1","typenegative","singlestim","49","165264","1000310","edc","paicipantresponsered","correct","983"
"4680","Subject273","423","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","49","157088","1000310","edc","paicipantresponsered","correct"
"4681","Subject274","1000310","edn","incorrect","680","engine","67","engine","colorred","test","num1","typeneutral","singlestim","51","2832312","1000330"
"4682","Subject276","368","rejected","77","rejected","colorblue","test","num1","typenegative","singlestim","49","141637","1000310","edm","paicipantresponseblue","correct"
"4683","Subject277","482","paper","77","paper","colorblue","test","num1","typeneutral","singlestim","49","180639","1000310","edm","paicipantresponseblue","correct"
"4684","Subject278","514","museum","77","museum","colorblue","test","num1","typeneutral","singlestim","49","6698398","1000310","edm","paicipantresponseblue","correct"
"4685","Subject279","479","success","67","success","colorred","test","num1","typepositive","singlestim","49","179631","1000310","edc","paicipantresponsered","correct"
"4686","Subject280","584","pleasure","67","pleasure","colorred","test","num1","typepositive","singlestim","49","167417","1000310","edc","paicipantresponsered","correct"
"4687","Subject281","singlestim","49","221871","1000310","edm","paicipantresponseblue","correct","642","suicide","77","suicide","colorblue","test","num1","typesuicide"
"4688","Subject283","330","happy","77","happy","colorblue","test","num1","typepositive","singlestim","49","163263","1000310","edm","paicipantresponseblue","correct"
"4689","Subject284","655","rejected","67","rejected","colorred","test","num1","typenegative","singlestim","49","171978","1000310","edc","paicipantresponsered","correct"
"4690","Subject285","dead","67","dead","colorred","test","num1","typesuicide","singlestim","49","169700","1000310","edc","paicipantresponsered","correct","413"
"4691","Subject286","615","funeral","77","funeral","colorblue","test","num1","typesuicide","singlestim","49","157568","1000310","edm","paicipantresponseblue","correct"
"4692","Subject287","468","happy","77","happy","colorblue","test","num1","typepositive","singlestim","49","166229","1000310","edm","paicipantresponseblue","correct"
"4693","Subject288","393","rejected","77","rejected","colorblue","test","num1","typenegative","singlestim","49","172665","1000310","edm","paicipantresponseblue","correct"
