esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2
134,136,54,30,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 3: Density (time/activity),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,21,1.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,136,54,31,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 4: Time (min),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,23.2,10,NA,NA,NA,NA,NA,NA,NA,NA,21,28.6,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,136,54,32,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 4: Activity (units),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,33.2,21.8,NA,NA,NA,NA,NA,NA,NA,NA,21,44.9,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,136,54,33,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 4: Density (time/activity),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,21,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,136,54,34,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Total REM Counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,645.3,442.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,625.6,252.3,NA,NA,NA,NA,NA,NA,NA,NA,21,623.1,489.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,136,54,35,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 1 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,167.9,142.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,109,74.3,NA,NA,NA,NA,NA,NA,NA,NA,21,128.8,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,136,54,36,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 2 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,212.5,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,157.1,127,NA,NA,NA,NA,NA,NA,NA,NA,21,107.3,121.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,136,54,37,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 3 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,212.3,178.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,196.8,117.1,NA,NA,NA,NA,NA,NA,NA,NA,21,128.3,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,136,54,38,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 4 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,189.2,181.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,215.8,159.8,NA,NA,NA,NA,NA,NA,NA,NA,21,202.8,137.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,136,54,39,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Total REM counts per minute (cpm),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8.9,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,21,7.4,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,136,54,40,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 1 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7.7,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,5.4,4.3,NA,NA,NA,NA,NA,NA,NA,NA,21,6.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,136,54,41,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 2 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6.4,4.6,NA,NA,NA,NA,NA,NA,NA,NA,21,5.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,136,54,42,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 3 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7.1,3.9,NA,NA,NA,NA,NA,NA,NA,NA,21,6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,136,54,43,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,REMP 4 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,8.5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,21,8.3,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,136,54,44,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Total counts (0.5-3.0 Hz),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6802.6,4722.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,7382.1,4635.2,NA,NA,NA,NA,NA,NA,NA,NA,21,6765,3449.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,136,54,45,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Non-REM period (NREMP) 1 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2048.2,3412.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3119.2,2286.2,NA,NA,NA,NA,NA,NA,NA,NA,21,2013.9,2243.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,136,54,46,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 2 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2318.8,1861.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2281.5,1471.9,NA,NA,NA,NA,NA,NA,NA,NA,21,1940.3,946.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,136,54,47,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 3 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1118.4,723.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1211.5,857.5,NA,NA,NA,NA,NA,NA,NA,NA,21,1636.8,1123.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,136,54,48,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 4 counts,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,54.5,599.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,675.1,424.3,NA,NA,NA,NA,NA,NA,NA,NA,21,864.9,588.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,136,54,49,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Total cpm (0.5-3.0 Hz),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,26.5,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,25.1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,21,24.7,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,136,54,50,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 1 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,34.3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,37.5,23.4,NA,NA,NA,NA,NA,NA,NA,NA,21,27.6,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,136,54,51,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 2 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30.5,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,29,17.6,NA,NA,NA,NA,NA,NA,NA,NA,21,30.9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,136,54,52,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 3 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,18.9,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,17.7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,21,26.1,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,136,54,53,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,NREMP 4 cpm,REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,12.5,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,13.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,21,15.3,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,136,54,54,1991,Sabo,Clinical,USA,Adult,Cross-sectional,,,63,NA,NA,NA,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,,SA,Lifetime SA,Hamilton Rating Scale for Depression Item 3 being 3 (severe) or above,Interview,Categorical,Delta ratio (0.5-3.0 Hz),REM,REM,PSG,objective,Continuous,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,21,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,135,4,1,2018,Rogers (Study 1),Community,USA,Adult,Cross-sectional,,,300,NA,19.08,80,SuicGrp,SuicGrp,yes,BSS,SA,Lifetime SA,BSS,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,135,4,2,2018,Rogers (Study 1),Community,USA,Adult,Cross-sectional,,,300,NA,19.08,80,SuicGrp,SuicGrp,yes,BSS,SA,Lifetime SA,BSS,Self-report,Categorical,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,135,4,3,2018,Rogers (Study 2),Community,USA,Adult,Cross-sectional,,,209,NA,36.12,58.4,SuicGrp,SuicGrp,yes,BSS,SA,Lifetime SA,BSS,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,135,4,4,2018,Rogers (Study 2),Community,USA,Adult,Cross-sectional,,,209,NA,36.12,58.4,SuicGrp,SuicGrp,yes,BSS,SA,Lifetime SA,BSS,Self-report,Categorical,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,113,2,1,2011,Nadroff,Community,USA,Adult,Cross-sectional,,,583,NA,19.4,77.35,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Categorical,no,,NA,NA,NA,0.27,NA,0.045,NA,0.009,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,113,2,2,2011,Nadroff,Community,USA,Adult,Cross-sectional,,,583,NA,19.4,77.35,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Categorical,no,,NA,NA,NA,0.21,NA,0.054,NA,0.008,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,108,2,1,2017,Michaels,Community,Unknown,Adult,Cross-sectional,,,789,NA,35.74,68.6,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire – Revised ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,NA,NA,NA,NA,NA,NA,-0.04,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,108,2,2,2017,Michaels,Community,Unknown,Adult,Cross-sectional,,,789,NA,35.74,68.6,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire – Revised ,Self-report,Continuous,Total Sleep Time,Total sleep time,Total sleep time,Stanford Five-City Physical Activity Interview ,Self-report,Continuous,no,,NA,NA,NA,NA,NA,NA,0.02,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,64,2,1,1999,Hall,Clinical (SA ony),USA,Adult,Cross-sectional,,,100,NA,NA,58,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Global Insomnia,Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,64,2,2,1999,Hall,Clinical (SA ony),USA,Adult,Cross-sectional,,,100,NA,NA,58,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Medical Record,Categorical,Partial Insomnia,Insomnia,Insomnia,no measure,Medical Record,Categorical,no,,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
