esid,metaid,nosleep.findings,finding,year,first.author,sampletype,country,population,study.design,follow.up.yr,study.descript,totaln,time2.n,age.m,percentfemale,comparison,data.loc,sleepSTB.compareONLY,grp.notes,basicSTB,STBconstruct,STB.measure,STBmethod,STBdichot,sleepconstruct,addtinsom.sleep,basicsleepcon,sleep.measure,sleepmethod,sleepdichot,covar.adjusted,suicgrp.tot.n,suicgrp.m,suicgrp.sd,suicgrp.percent,suicgrp.corr,suicgrp.tau,suicgrp.StdBeta,sucigrp.b,suicgrp.SE,suicgrp.R2,suicgrp.HazR,scuigrp.RiskR,suicgrp.OR,suicgrp.CI.low,suicgrp.CI.high,suicgrp.tstat,scuigrp.X2,case.n,case.m,case.sd,case.percent,case.corr,case.StdBeta,case.OR,case.HazRatio,case.CI.low,case.CI.high,case.X2,case.tstat,ctrl.n,ctrl.m,ctrl.sd,ctrl.percent,ctrl.corr,ctrl.StdBeta,ctrl.OR,ctrl.CI.low,ctrl.CI.high,ctrl.tstat,ctrl.X2,othergrp.n,othergrp.m,othergrp.sd,othergrp.percent,othergrp.corr,othergrp.StdB,othergrp.OR,othergrp.CI.low,othergrp.CI.high,othergrp.tstat,othergrp.X2,othergrp2.n,othergrp2.m,othergrp2.sd,othergrp2.percent,othergrp2.corr,othergrp2.StdBeta,othergrp2.OR,othergrp2.CI.low,othergrp2.CI.high,othergrp2.tstat,othergrp2.X2,othergrp3.n,othergrp3.m,othergrp3.sd,othergrp3.percent,othergrp3.corr,othergrp3.StdBeta,othergrp3.OR,othergrp3.CI.low,othergrp3.CI.high,othergrp3.tstat,othergrp3.X2 
239,3,22,22,2003,Agargun,Community,USA,Adult,Prospective,3 nights,,26,,,61.54,CaseCtrl,CaseCtrl,no,,SI,SI,BDI-II,Self-report,Categorical,Strongly emotional Dream - last half of the night,Dreams,Dreams,no measure,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,13,,,18.2,,,,,,,,,13,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,5,6,1,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,41,,34.6,75.61,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,SADS,Interview,Categorical,global sleep severity,Sleep disturbance,Sleep disturbance,PSQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,22,13.4,2.9,,,,,,,,,,19,8.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,5,6,2,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,41,,34.6,75.61,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,SADS,Interview,Categorical,sleep quality,Sleep quality,Sleep quality,PSQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,22,2.7,0.4,,,,,,,,,,19,2.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5,6,3,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,41,,34.6,75.61,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,SADS,Interview,Categorical,sleep latency,Sleep latency,Sleep latency,PSQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,22,2.6,0.8,,,,,,,,,,19,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,5,6,4,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,41,,34.6,75.61,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,SADS,Interview,Categorical,sleep duration,Sleep duration,Sleep duration,PSQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,22,2.4,1.1,,,,,,,,,,19,1.1,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5,6,5,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,41,,34.6,75.61,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,SADS,Interview,Categorical,habitual sleep efficiency,sleep efficiency,sleep efficiency,PSQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,22,2.5,1,,,,,,,,,,19,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,5,6,6,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,41,,34.6,75.61,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,SADS,Interview,Categorical,sleep disturbance,Sleep disturbance,Sleep disturbance,PSQI,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,22,1.6,0.6,,,,,,,,,,19,1.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,6,1,1,2003,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,30,,,83.33,CaseCtrl,CaseCtrl,no,,SA,SA,Unknown,Interview,Categorical,Nightmare Disorder,Nightmares,Nightmares,Diagnostic and Statistical Manual of Mental Disorders ,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,11,,,81.8,,,,,,,4.47,,19,,,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,8,1,1,2017,Ahmedani,Clinical,USA,Adult,Retrospective,,,270076,,,52.2,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Sleep Disorder,Sleep Disorder,Sleep Disorder,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,2674,,,18.5,,,4.47,,4.29,5.23,,,267400,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12,1,1,2016,Aubert,Clinical,France,Adult,Cross-sectional,,,493,,,55.78,SuicBadSleepvsSuicGoodSleep,CaseOthergrp,yes,Case: SI + Bad Sleep; OtherGrp: SI + Good Sleep,Suicidality,Suicidality,Unknown,Interview,Categorical,Sleep quality (cut-score),sleep quality,sleep quality,PSQI,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,294,,,6.866,,,1.84,,1.19,2.84,,,,,,,,,,,,,,199,,,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1,1,1,1998,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,63,,,,SuicNightvsSuicNoNight,CaseOthergrp,yes,,Suicidality,Suicidality,Unknown,Interview,Continuous,Nightmares,Nightmares,Nightmares,Unknown,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,29,4.2,2.1,,,,,,,,,,,,,,,,,,,,,34,2.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2,3,1,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,113,,,,SuicGrp,SuicGrp,yes,suicidality score  by sleep disorder,Suicidality,Suicidality,Schedule for Affective Disorders and Schizophrenia,Interview,Continuous,Insomnia,Insomnia,Insomnia,Schedule for Affective Disorders and Schizophrenia,Self-report,Categorical,no,,4.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,2,3,2,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,113,,,,SuicGrp,SuicGrp,yes,suicidality score  by sleep disorder,Suicidality,Suicidality,Schedule for Affective Disorders and Schizophrenia,Interview,Continuous,Hypersomnia,Hypersomnia,Hypersomnia,Schedule for Affective Disorders and Schizophrenia,Self-report,Categorical,no,,3.7,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,2,3,3,1997,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,113,,,,SuicGrp,SuicGrp,yes,suicidality score  by no sleep disorder,Suicidality,Suicidality,Schedule for Affective Disorders and Schizophrenia,Interview,Continuous,No Sleep Problem,No Sleep Problem,No Sleep Problem,Schedule for Affective Disorders and Schizophrenia,Self-report,Categorical,no,,2.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,3,1,1,1998,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,67,,,,SuicGrp,SuicGrp,yes,sleep panic vs other panickers,Suicidality,Suicidality,Unknown,Interview,Continuous,Sleep panic attacks,Sleep disturbance,Sleep disturbance,Unknown,Self-report,Categorical,no,33,2.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,2.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,7,4,1,2007,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,100,,32.1,,CaseCtrl,CaseCtrl,no,,SA,SA,Unknown,Unknown,Categorical,Initial Insomnia,Difficulty initiating sleep,Insomnia,Unknown,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,,28,,100,,,,,,,,,72,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,7,4,2,2007,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,100,,32.1,,CaseCtrl,CaseCtrl,no,,SA,SA,Unknown,Unknown,Categorical,Middle Insomnia,Difficulty maintaining sleep,Insomnia,Unknown,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,,28,,64,,,,,,,,,72,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,7,4,3,2007,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,100,,32.1,,CaseCtrl,CaseCtrl,no,,SA,SA,Unknown,Unknown,Categorical,Termninal Insomia,Early morning awakening,Insomnia,Unknown,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,,28,,100,,,,,,,,,72,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,7,4,4,2007,Agargun,Clinical,Turkey,Adult,Cross-sectional,,,100,,32.1,,CaseCtrl,CaseCtrl,no,,SA,SA,Unknown,Unknown,Categorical,Nightmares,Nightmares,Nightmares,Unknown,Self-report,Categorical,no,,,,,,,,,,,,,,,,,,,28,,96,,,,,,,,,72,,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,9,3,1,2014,Altangerel,Community,Mongolia,Adolescent,Cross-sectional,,,5148,,,,SuicGrp,SuicGrp,yes,,SI,SI,no measure,Self-report,Categorical,Difficulty sleeping,Insomnia,Insomnia,no measure,Self-report,Categorical,no,2948,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,9,3,2,2014,Altangerel,Community,Mongolia,Adolescent,Cross-sectional,,,5148,,,,SuicGrp,SuicGrp,yes,,SP,SP,no measure,Self-report,Categorical,Difficulty sleeping,Insomnia,Insomnia,no measure,Self-report,Categorical,no,2968,,,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,9,3,3,2014,Altangerel,Community,Mongolia,Adolescent,Cross-sectional,,,5148,,,,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Self-report,Categorical,Difficulty sleeping,Insomnia,Insomnia,no measure,Self-report,Categorical,no,2991,,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,15,4,1,2014,Bernert,Community,USA,Adult,Cross-sectional,,,420,,,,SuicGrp,SuicGrp,yes,,SD,Suicide Death,no measure,Medical Record,Categorical,Difficulty falling asleep,Difficulty initiating sleep,Insomnia,Sleep Quality Index ,Informant Report,Continuous,yes,,,,,,,,,,,,,,,,,,20,1.9,0.85,,0.14,,1.76,,0.94,3.29,3.11,,400,1.44,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,15,4,2,2014,Bernert,Community,USA,Adult,Cross-sectional,,,420,,,,SuicGrp,SuicGrp,yes,,SD,Suicide Death,no measure,Medical Record,Categorical,Difficutly staying asleep,Difficulty maintaining sleep,Insomnia,Sleep Quality Index ,Informant Report,Continuous,yes,,,,,,,,,,,,,,,,,,20,2.2,0.89,,0.13,,1.44,,0.78,2.63,1.49,,400,1.84,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,15,4,3,2014,Bernert,Community,USA,Adult,Cross-sectional,,,420,,,,SuicGrp,SuicGrp,yes,,SD,Suicide Death,no measure,Medical Record,Categorical,Early morning awakening,Early morning awakening,Insomnia,Sleep Quality Index ,Informant Report,Continuous,yes,,,,,,,,,,,,,,,,,,20,1.75,0.85,,0.09,,1.14,,0.6,2.15,0.17,,400,1.56,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,15,4,4,2014,Bernert,Community,USA,Adult,Cross-sectional,,,420,,,,SuicGrp,SuicGrp,yes,,SD,Suicide Death,no measure,Medical Record,Categorical,Nonrestorative sleep,Nonrestorative sleep,Nonrestorative sleep,Sleep Quality Index ,Informant Report,Continuous,yes,,,,,,,,,,,,,,,,,,20,1.8,0.89,,0.07,,1.98,,1.09,3.59,5.14,,400,1.33,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,16,4,1,2001,Bjongaard,Community,UK,Adult,Cross-sectional,,,74977,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Problem falling asleep/sleep disorder: never,No sleep disorder,No sleep disorder,no measure,Medical Record,Categorical,yes,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,16,4,2,2001,Bjongaard,Community,UK,Adult,Cross-sectional,,,74977,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Problem falling asleep/sleep disorder: sometimes,Insomnia,Insomnia,no measure,Medical Record,Categorical,yes,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,16,4,3,2001,Bjongaard,Community,UK,Adult,Cross-sectional,,,74977,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Problem falling asleep/sleep disorder: often,Insomnia,Insomnia,no measure,Medical Record,Categorical,yes,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.7,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,16,4,4,2001,Bjongaard,Community,UK,Adult,Cross-sectional,,,74977,,,,CaseCtrl,CaseCtrl,no,,SD,Suicide Death,no measure,Medical Record,Categorical,Problem falling asleep/sleep disorder: almost every night,Insomnia,Insomnia,no measure,Medical Record,Categorical,yes,,,,,,,,,,,,,,,,,,,,,,,,,2.1,0.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,17,1,1,2015,Blank,Community,UK,Adult,Cross-sectional,,,6483,,,,SuicGrp,SuicGrp,no,,Suicidality,Suicidality,Unknown,Interview,Categorical,Insomnia,Insomnia,Insomnia,Diagnostic and Statistical Manual of Mental Disorders Fourth Edition (DSM-IV) ,Interview,Continuous,no,350,3,0.7,,,,,,,,,,2.63,1.34,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,13,1,1,1973,Beck,Clinical (SA only),USA,Adult,Cross-sectional,,,254,,,55.12,SuicGrp,SuicGrp,yes,,SI,SI,BDI-II,Self-report,Continuous,Sleep disturbance,Sleep disturbance,Sleep disturbance,BDI-II,Self-report,Continuous,no,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,14,1,1,2018,Berman,Clinical (SD Only),USA,Adult,Retrospective,,Percent of sleep problems in SD,157,,,,SuicGrp,SuicGrp,yes,,SD,Suicide Death,no measure,Medical Record,Categorical,Sleep problems,Sleep problems,Sleep problems,no measure,Medical Record,Categorical,no,157,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,18,1,1,2011,Blasco-Fontecilla,Clinical and Community,USA,Adult,Cross-sectional,,Looking at short sleep in psychiatric inpts health controls SA,1026,,,50.78,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,Case: SA; Ctrl: health ctlrs; Clinical Ctrls/Other Grp: 83 inpts,SA,SA,no measure,Medical Record,Categorical,Sleep duration,Sleep duration,Sleep duration,no measure,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,434,,,,,,,,,,,,509,,,,,,5.7,4,8.1,,,83,,,,,,2,1.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,
273,19,1,1,2016,Bozzay,Community,USA,Adult,Cross-sectional,,Looking at corr b/w ISI and SI,438,,20.4,100,SuicGrp,SuicGrp,yes,,SI,SI,Adult Suicide Ideation Questionnaire ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,20,1,1,2012,Britton,Military,USA,Adult,Retrospective,,Sleep probs vs no sleep probs in suicide decedents,,,,2.89,SuicSleepvsSuicNoSleep,SuicGrpCaseOthergrp,no,Case: SA with sleep; Other grp: SA no sleep,SD,Suicide death,no measure,Medical Record,Categorical,Sleep problems,Sleep problems,Sleep problems,no measure,Medical Record,Categorical,no,,,,,,,,,,,,,,,,,,157,,,,,,,,,,72.69,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,24,1,1,2011,Carli,Prisoners,Italy,Adult,Cross-sectional,,,1427,,,,SuicGrp,SuicGrp,yes,,SA,SA,MINI,Interview,Categorical,Insomnia,Insomnia,Insomnia,Hamilton Depression Rating Scale? ,Self-report,Continuous,no,183,,,,,,,,,,,,1.195,1.093,1.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,31,1,1,2018,Chu,Community,USA,Adult,Cross-sectional,,,331,,35.7,40.8,SuicGrp,SuicGrp,yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire – Revised ,Self-report,Continuous,Sleep problems,Sleep problems,Sleep problems,PHQ-9,Self-report,Continuous,no,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,32,3,1,2017,Chu,Community,USA,Adult,Cross-sectional (Study 3),,,837,,,,SuicGrp,SuicGrp,Yes,,SI,SI,Depression Severity Index - Suicide Subscale (DSISS) ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,32,3,2,2017,Chu,Community,USA,Adult,Cross-sectional (Study 4),,,211,,,,SuicGrp,SuicGrp,Yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire – Revised ,Self-report,Continuous,Sleep disturbance,Sleep disturbance,Sleep disturbance,MedicationOutcomesStudySleepScale ,Self-report,Continuous,no,,,,,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,32,3,3,2017,Chu,Community,USA,Adult,Prospective (Study 4),,Study 4: Sleep disturbance (T1)’s relation to Suicidality (T2),211,96,,,SuicGrp,SuicGrp,Yes,,Suicidality,Suicidality,Suicide Behavior Questionnaire – Revised ,Self-report,Continuous,Sleep disturbance,Sleep disturbance,Sleep disturbance,MedicationOutcomesStudySleepScale ,Self-report,Continuous,no,,,,,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,36,2,1,2006,Cukrowicz,Community,USA,Adult,Cross-sectional,,,222,,19.2,71.17,SuicGrp,SuicGrp,Yes,,Suicidality,Suicidality,Depression Severity Index - Suicide Subscale (DSISS) ,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,36,2,2,2006,Cukrowicz,Community,USA,Adult,Cross-sectional,,,222,,19.2,71.17,SuicGrp,SuicGrp,Yes,,Suicidality,Suicidality,Depression Severity Index - Suicide Subscale (DSISS) ,Self-report,Continuous,Nightmares,Nightmares,Nightmares,DDNSI,Self-report,Continuous,no,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,51,2,1,2016,Fisher,Military,USA,Adult,Cross-sectional,,,937,,27.05,2.47,SuicGrp,SuicGrp,Yes,,SA,Lifetime SA,BSS,Self-report,Categorical,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,51,2,2,2016,Fisher,Military,USA,Adult,Cross-sectional,,,937,,27.05,2.47,SuicGrp,SuicGrp,Yes,,SI,SI,BDI-II,Self-report,Continuous,Insomnia,Insomnia,Insomnia,ISI,Self-report,Continuous,no,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,42,3,1,2014,Dell'Osso,Clinical,USA,Adult,Cross-sectional,,,65,,45,49.2,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,MOODS-SR?,Self-report,Categorical,Repeated difficulty falling asleep,Difficulty initiating sleep,Insomnia,MOODS-SR,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,36,,,58.3,,,,,,,,,29,,,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,42,3,2,2014,Dell'Osso,Clinical,USA,Adult,Cross-sectional,,,65,,45,49.2,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,MOODS-SR?,Self-report,Categorical,Repeated walking up in the middle of the night,Difficulty maintaining sleep,Sleep disturbance,MOODS-SR,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,36,,,77.8,,,,,,,,,29,,,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,42,3,3,2014,Dell'Osso,Clinical,USA,Adult,Cross-sectional,,,65,,45,49.2,CaseCtrl,CaseCtrl,no,,Suicidality,Suicidality,MOODS-SR?,Self-report,Categorical,Repeatedly waking up early,Early morning awakening,Insomnia,MOODS-SR,Self-report,Continuous,no,,,,,,,,,,,,,,,,,,36,,,80.6,,,,,,,,,29,,,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,39,6,1,2015,Daly,Community,USA,Adolescent,Cross-sectional,,9-10th grade: Comparing risk factors between students < 7h and >7h of sleep,987,,,51.9,SuicGrp,SuicGrp,yes,,SI,SI,no measure,Self-report,Categorical,> 7 hrs vs > 7 hrs of sleep,Sleep duration,Sleep duration,no measure,Self-report,Categorical,no,,,,,,,,,,,,,2.04,1.31,3.16,,10.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,39,6,2,2015,Daly,Community,USA,Adolescent,Cross-sectional,,9-10th grade: Comparing risk factors between students < 7h and >7h of sleep,987,,,51.9,SuicGrp,SuicGrp,yes,,SP,SP,no measure,Self-report,Categorical,> 7 hrs vs > 7 hrs of sleep,Sleep duration,Sleep duration,no measure,Self-report,Categorical,no,,,,,,,,,,,,,2.38,1.52,3.72,,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,39,6,3,2015,Daly,Community,USA,Adolescent,Cross-sectional,,9-10th grade: Comparing risk factors between students < 7h and >7h of sleep,987,,,51.9,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Self-report,Categorical,> 7 hrs vs > 7 hrs of sleep,Sleep duration,Sleep duration,no measure,Self-report,Categorical,no,,,,,,,,,,,,,2.09,1.36,3.19,,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,39,6,4,2015,Daly,Community,USA,Adolescent,Cross-sectional,,11-12th grade: Comparing risk factors between students < 7h and >7h of sleep,987,,,51.9,SuicGrp,SuicGrp,yes,,SI,SI,no measure,Self-report,Categorical,> 7 hrs vs > 7 hrs of sleep,Sleep duration,Sleep duration,no measure,Self-report,Categorical,no,,,,,,,,,,,,,1.75,0.97,3.16,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,39,6,5,2015,Daly,Community,USA,Adolescent,Cross-sectional,,11-12th grade: Comparing risk factors between students < 7h and >7h of sleep,987,,,51.9,SuicGrp,SuicGrp,yes,,SP,SP,no measure,Self-report,Categorical,> 7 hrs vs > 7 hrs of sleep,Sleep duration,Sleep duration,no measure,Self-report,Categorical,no,,,,,,,,,,,,,1.5,0.82,2.76,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,39,6,6,2015,Daly,Community,USA,Adolescent,Cross-sectional,,11-12th grade: Comparing risk factors between students < 7h and >7h of sleep,987,,,51.9,SuicGrp,SuicGrp,yes,,SA,SA,no measure,Self-report,Categorical,> 7 hrs vs > 7 hrs of sleep,Sleep duration,Sleep duration,no measure,Self-report,Categorical,no,,,,,,,,,,,,,1.86,1.03,3.33,,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,35,20,1,2000,Coplan,Community,USA,Adolescent,Cross-sectional,,,77,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,Case: suicidal; Ctrl: MDD free; Clinical Ctrl/Other grp: No SI + Y MDD,Suicidality,Suicidality,Unknown,Unknown,Categorical,Delta Sleep Latency,Delta,Delta,PSG,Objective,Continuous,no,,,,,,,,,,,,,,,,,,20,15.3,10.5,,,,,,,,,,21,14.5,14.4,,,,,,,,,23,14,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,35,20,2,2000,Coplan,Community,USA,Adolescent,Cross-sectional,,,77,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,Case: suicidal; Ctrl: MDD free; Clinical Ctrl/Other grp: No SI + Y MDD,Suicidality,Suicidality,Unknown,Unknown,Categorical,Sleep Latency (min),Sleep latency,Sleep latency,PSG,Objective,Continuous,no,,,,,,,,,,,,,,,,,,20,28.7,22.7,,,,,,,,,,21,20.2,17.2,,,,,,,,,23,27.8,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,35,20,3,2000,Coplan,Community,USA,Adolescent,Cross-sectional,,,77,,,,CaseCtrlClinicalCtrl,CaseCtrlOthergrp,no,Case: suicidal; Ctrl: MDD free; Clinical Ctrl/Other grp: No SI + Y MDD,Suicidality,Suicidality,Unknown,Unknown,Categorical,Delta Sleep (min),Delta,Delta,PSG,Objective,Continuous,no,,,,,,,,,,,,,,,,,,20,78.3,29.8,,,,,,,,,,21,665.2,25.7,,,,,,,,,23,86.3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
